# # Time 	 Separation 	 Orbital Phase 
# 
3.356159999999999854e+02	8.737569021697892069e+00	1.047629744302178700e+01
3.357119999999999891e+02	8.737279776055819625e+00	1.047952457938241544e+01
3.358079999999999927e+02	8.736989138132200239e+00	1.048275165931462816e+01
3.359039999999999964e+02	8.736697522119767356e+00	1.048597835472974182e+01
3.360000000000000000e+02	8.736406049908337579e+00	1.048920440006963872e+01
3.360960000000000036e+02	8.736114625111834897e+00	1.049243140058128709e+01
3.361920000000000073e+02	8.735822801241742042e+00	1.049565760876680898e+01
3.362880000000000109e+02	8.735529806265903474e+00	1.049888301226386389e+01
3.363840000000000146e+02	8.735235436131153719e+00	1.050210883569339160e+01
3.364800000000000182e+02	8.734941845181202424e+00	1.050533418438160460e+01
3.365760000000000218e+02	8.734648306022819497e+00	1.050855967236762112e+01
3.366720000000000255e+02	8.734353554903560024e+00	1.051178508218279717e+01
3.367679999999999723e+02	8.734058075071361671e+00	1.051500939143506486e+01
3.368639999999999759e+02	8.733761296662255091e+00	1.051823402197775259e+01
3.369599999999999795e+02	8.733465490333491843e+00	1.052145876619328035e+01
3.370559999999999832e+02	8.733170030470960299e+00	1.052468289090034936e+01
3.371519999999999868e+02	8.732872985404233290e+00	1.052790752734783908e+01
3.372479999999999905e+02	8.732575117970254652e+00	1.053113113024269154e+01
3.373439999999999941e+02	8.732276395611355824e+00	1.053435448968267707e+01
3.374399999999999977e+02	8.731978196351647625e+00	1.053757857582539792e+01
3.375360000000000014e+02	8.731680469979696824e+00	1.054080190972261377e+01
3.376320000000000050e+02	8.731381357278612754e+00	1.054402541868810061e+01
3.377280000000000086e+02	8.731081176528931564e+00	1.054724843930732270e+01
3.378240000000000123e+02	8.730780430577672391e+00	1.055047065354818336e+01
3.379200000000000159e+02	8.730479692703671191e+00	1.055369394929151561e+01
3.380160000000000196e+02	8.730179777965139110e+00	1.055691666440250565e+01
3.381120000000000232e+02	8.729878873283697160e+00	1.056013908809853241e+01
3.382080000000000268e+02	8.729576603745028862e+00	1.056336156335520116e+01
3.383039999999999736e+02	8.729273733568788884e+00	1.056658305213462512e+01
3.383999999999999773e+02	8.728970308407125955e+00	1.056980513547404321e+01
3.384959999999999809e+02	8.728668316223689772e+00	1.057302728226152411e+01
3.385919999999999845e+02	8.728365876084019703e+00	1.057624873822953049e+01
3.386879999999999882e+02	8.728062033665745290e+00	1.057947065666793307e+01
3.387839999999999918e+02	8.727757580092497136e+00	1.058269154381257238e+01
3.388799999999999955e+02	8.727452332044620675e+00	1.058591250011418694e+01
3.389759999999999991e+02	8.727147827613299214e+00	1.058913381931848008e+01
3.390720000000000027e+02	8.726843897437605690e+00	1.059235448536041702e+01
3.391680000000000064e+02	8.726538753058816766e+00	1.059557570935434079e+01
3.392640000000000100e+02	8.726232875456831906e+00	1.059879604861574443e+01
3.393600000000000136e+02	8.725926047545810249e+00	1.060201602525836151e+01
3.394560000000000173e+02	8.725618511070184269e+00	1.060523634489557665e+01
3.395520000000000209e+02	8.725312516984530475e+00	1.060845623383595537e+01
3.396480000000000246e+02	8.725006131573808332e+00	1.061167662567113368e+01
3.397440000000000282e+02	8.724698896772823176e+00	1.061489644087549777e+01
3.398399999999999750e+02	8.724391008784321500e+00	1.061811556678935986e+01
3.399359999999999786e+02	8.724081784616004143e+00	1.062133516127977728e+01
3.400319999999999823e+02	8.723772271691458968e+00	1.062455386872649754e+01
3.401279999999999859e+02	8.723463954274478738e+00	1.062777321875249825e+01
3.402239999999999895e+02	8.723155538254681929e+00	1.063099244712370961e+01
3.403199999999999932e+02	8.722846527930188998e+00	1.063421082204496315e+01
3.404159999999999968e+02	8.722536474850857147e+00	1.063742974955189169e+01
3.405120000000000005e+02	8.722225489470233128e+00	1.064064767716386939e+01
3.406080000000000041e+02	8.721913851441488674e+00	1.064386566369651987e+01
3.407040000000000077e+02	8.721602841869984246e+00	1.064708385505503152e+01
